,food_name,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,calcium_mg,iron_mg,energy_kj,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug
,Mango cheesecake,152.46,20.06,2.39,7.30,15.36,1.14,55.10,0.53,518.58,3705.42,2165.22,449.45,16.90,51.83,13.97,107.12,139.64,0.08,2.45,0.01,0.21,0.00,0.36,41.19,0.62,1.60,0.20,2.43,0.82,39.43,0.03,0.08,0.31,0.28,0.07,0.98,39.43,14.31,620.18
,Carrot cake (Gajar ka cake),255.59,35.98,5.60,10.27,23.96,2.93,156.10,1.03,1070.74,3186.86,2368.67,4102.84,11.61,239.44,39.07,158.74,273.12,0.11,10.96,0.00,0.63,0.00,1.04,44.02,3.15,2.71,0.00,4.43,0.00,17.07,0.12,0.23,0.61,0.61,0.10,2.29,17.07,3.12,1939.44
,Semolina cake (Suji/Rava cake),374.14,31.32,6.58,25.18,18.86,5.37,128.28,1.36,1564.42,16261.69,3745.04,716.87,27.06,197.63,39.58,91.36,349.46,0.29,8.76,0.01,0.79,0.01,1.08,101.81,1.95,1.55,0.00,0.98,0.00,15.97,0.09,0.17,0.47,0.50,0.08,1.88,15.97,1.60,297.17
,Finger millet cake (Ragi cake),279.46,38.93,3.96,12.27,24.76,2.35,118.38,1.35,1169.77,7521.13,3192.04,514.95,25.20,173.84,49.57,98.26,191.33,0.28,6.78,0.01,0.66,0.00,0.98,112.00,0.36,6.36,0.00,1.40,0.00,11.57,0.10,0.10,0.46,0.27,0.05,1.06,11.57,0.78,186.40
,Honey cake,333.59,49.04,3.08,14.70,33.43,0.51,50.86,0.46,1395.88,2183.64,3049.27,8790.58,1.54,95.63,9.73,72.55,88.76,0.06,0.51,0.00,0.16,0.00,0.45,3.93,6.80,1.23,0.00,1.05,0.00,6.15,0.04,0.07,0.20,0.23,0.03,0.65,6.15,0.32,70.76
,Almond cardamom cake (Badam elaichi cake),356.35,34.53,7.18,21.36,18.06,2.35,81.29,1.29,1488.45,8781.48,8635.24,2373.45,74.32,207.42,52.90,155.37,173.38,0.22,5.64,0.00,0.52,0.01,0.94,157.18,3.89,1.75,0.10,2.36,1.79,15.94,0.07,0.10,0.69,0.52,0.06,3.14,15.94,0.54,206.28
,Tutti frutti cake,347.72,52.94,4.49,12.68,28.08,0.85,61.41,0.62,1454.10,1872.73,2609.24,7589.97,2.46,134.12,14.16,106.36,109.79,0.08,0.45,0.00,0.19,0.00,0.47,6.27,5.83,2.06,0.00,1.05,0.00,9.01,0.06,0.08,0.28,0.33,0.05,0.76,9.01,0.22,87.46
,Ham and Bean soup,96.04,4.18,10.61,4.15,1.43,0.54,20.52,0.88,401.91,865.30,2297.71,634.53,25.92,207.48,22.97,378.14,309.30,0.11,5.22,0.00,0.13,0.00,1.20,0.00,0.32,0.24,0.00,7.52,0.00,68.78,0.38,0.10,4.15,2.36,0.31,2.81,68.78,14.79,720.43
,Whey soup,68.91,6.26,3.45,3.34,5.87,0.84,164.92,0.55,287.40,1390.65,993.06,683.14,0.83,116.09,19.08,87.08,158.89,0.07,4.78,0.02,0.08,0.00,0.81,1.65,0.47,0.10,0.00,1.25,0.00,15.09,0.04,0.13,0.12,0.39,0.04,2.93,15.09,1.14,54.21
,Bottle gourd soup (Ghiya/Lauki soup),23.05,1.16,0.45,1.79,0.39,0.96,15.14,0.26,95.36,358.40,1170.08,162.30,0.72,14.68,5.92,53.81,61.68,0.03,0.76,0.00,0.08,0.00,0.10,2.29,0.09,0.34,0.00,2.02,0.00,17.87,0.01,0.01,0.08,0.24,0.01,1.15,17.87,2.03,56.98
,Baked potato soup,147.05,5.85,5.73,11.21,3.44,0.30,106.56,0.27,611.18,6188.45,3297.93,657.61,26.31,128.17,12.65,268.69,184.87,0.04,2.36,0.00,0.04,0.00,0.58,64.97,0.27,0.14,0.00,1.00,0.00,8.15,0.13,0.11,1.03,0.42,0.11,1.90,8.15,3.62,167.06
,Pumpkin soup,40.05,2.08,0.47,3.20,1.47,1.19,12.17,0.19,165.55,616.28,2153.91,272.50,0.86,11.85,5.38,45.50,115.19,0.03,0.18,0.00,0.05,0.00,0.06,4.57,0.41,0.64,0.00,37.00,0.00,11.22,0.01,0.02,0.19,0.09,0.04,0.82,11.22,3.61,614.57
,Sweet corn soup,32.25,3.56,0.99,1.63,0.90,0.31,3.72,0.41,135.27,198.92,364.54,915.44,0.00,26.14,11.22,22.35,86.92,0.02,0.01,0.00,0.17,0.00,0.14,0.00,0.66,0.11,0.00,1.07,0.00,12.78,0.04,0.02,0.52,0.21,0.03,0.18,12.78,2.63,320.71
,Paneer soup,47.85,2.42,3.22,2.80,1.98,0.28,82.76,0.30,200.03,1497.13,792.66,294.54,0.00,56.74,6.55,68.03,27.66,0.03,3.96,0.02,0.10,0.01,0.47,0.00,0.17,0.33,0.00,5.16,0.00,17.44,0.01,0.02,0.05,0.10,0.02,3.52,17.44,1.24,85.73
,Curried Cauliflower soup,37.32,3.12,6.72,9.77,1.79,2.34,37.25,2.12,155.50,1281.94,538.99,179.05,4.77,74.48,33.71,7311.44,333.51,0.06,0.23,0.00,0.43,0.07,0.35,17.89,0.14,0.52,0.00,5.01,0.00,15.26,0.02,0.03,0.19,0.22,0.06,0.88,15.26,14.91,92.27
,Millet soup,55.99,8.22,11.26,12.57,1.45,2.82,65.21,2.74,234.39,394.34,289.29,480.65,1.45,138.85,48.47,10918.83,382.18,0.11,3.97,0.00,0.42,0.02,0.70,3.70,0.26,1.05,0.00,3.82,0.00,11.40,0.05,0.06,0.22,0.19,0.06,0.72,11.40,1.83,532.97
,Lemon coriander soup,108.06,10.32,2.27,6.26,2.20,6.77,102.57,3.47,450.32,682.17,1988.96,2993.29,0.00,62.72,54.52,219.17,368.81,0.23,1.00,0.01,0.77,0.06,0.79,0.00,2.22,0.97,0.00,28.27,0.00,25.66,0.05,0.06,0.45,0.23,0.11,1.23,25.66,17.69,2068.80
,Garlic soup,194.86,6.99,2.38,17.62,2.39,1.66,60.55,0.73,805.19,6456.94,9024.43,1166.08,22.92,56.66,18.08,179.26,247.47,0.06,0.31,0.00,0.15,0.01,0.34,121.25,0.71,0.27,0.00,8.14,0.00,15.17,0.04,0.10,0.49,0.32,0.09,2.09,15.17,7.72,272.62
,Dal makhani,74.04,7.96,3.32,3.06,0.80,2.27,20.62,1.23,291.37,1771.75,729.79,225.15,7.25,58.31,27.39,41.85,199.40,0.11,3.15,0.00,0.60,0.01,0.48,30.85,0.11,2.65,0.01,6.33,0.11,21.27,0.04,0.03,0.37,0.41,0.05,0.35,21.27,2.60,621.91
,Dalma,118.93,15.04,4.91,4.58,3.10,2.16,54.28,2.10,500.97,531.78,2174.06,1304.52,0.00,85.46,43.25,49.35,390.38,0.24,1.30,0.00,0.85,0.02,0.77,0.00,0.62,4.36,0.00,6.83,0.00,52.09,0.10,0.07,0.71,0.49,0.15,0.90,52.09,13.89,1068.32
,Split bengal gram dal (Channa dal),99.67,9.99,4.15,4.62,0.98,3.72,21.99,1.92,415.08,2146.92,1190.07,646.87,8.53,66.01,29.50,46.40,232.72,0.18,8.83,0.00,0.67,0.02,0.77,31.95,0.28,2.22,0.00,5.13,0.00,35.41,0.07,0.04,0.50,0.34,0.07,0.45,35.41,4.58,1176.57
,Horsegram dal (Kulthi dal) ,55.65,8.21,2.91,1.13,0.72,1.52,38.22,1.30,232.25,148.04,239.40,668.43,0.00,42.18,23.01,63.63,173.06,0.18,3.62,0.00,0.47,0.02,0.39,0.00,0.53,1.79,0.00,5.09,0.00,23.86,0.05,0.03,0.34,0.24,0.05,0.39,23.86,3.87,795.68
,Panchmel dal,111.22,10.71,4.63,5.36,0.75,3.20,23.05,1.42,462.35,2900.88,1361.43,489.16,11.86,72.53,32.49,79.46,269.92,0.19,7.56,0.00,0.46,0.07,0.66,44.44,0.36,2.54,0.00,10.70,0.00,26.45,0.08,0.04,0.53,0.39,0.07,0.45,26.45,2.82,1481.13
,Dal dhokli,68.74,8.55,2.96,2.47,1.12,1.86,14.54,0.79,287.33,410.28,823.53,1066.81,0.00,53.60,23.63,37.53,152.23,0.14,3.78,0.00,0.31,0.03,0.45,0.00,0.63,1.35,0.00,7.39,0.00,13.46,0.07,0.02,0.67,0.18,0.05,0.23,13.46,0.82,505.54
,Gujarati handvo ,207.09,31.86,8.24,4.80,2.51,4.95,68.21,2.03,865.12,871.46,1014.18,2444.65,1.93,151.08,47.32,308.55,411.20,0.30,9.94,0.01,0.75,0.06,1.25,4.92,1.54,1.32,0.00,21.46,0.00,53.71,0.15,0.10,1.18,0.74,0.15,1.44,53.71,4.51,1162.55
,Aloo keema,609.14,12.87,5.12,60.08,0.53,2.35,13.95,0.72,2514.83,7209.68,12305.86,37924.40,0.00,49.98,14.55,53.19,71.96,0.07,0.92,0.00,0.38,0.01,0.34,0.00,29.56,0.04,0.00,6.00,0.00,43.29,0.10,0.04,0.44,0.28,0.10,1.89,43.29,0.00,30.85
,Papdi,708.96,12.89,1.83,72.11,0.31,0.56,6.06,0.44,2919.20,8659.32,14793.75,45650.39,0.00,20.10,6.63,28.91,31.06,0.04,0.01,0.00,0.12,0.00,0.16,0.00,35.45,1.20,0.00,5.13,0.00,2.89,0.03,0.01,0.14,0.12,0.01,0.10,2.89,0.02,48.23
,Jowar dosa,294.35,40.53,8.50,10.28,0.59,5.56,19.46,2.03,1225.40,1254.56,2060.99,6285.96,0.00,166.78,71.56,97.25,339.77,0.29,11.24,0.01,0.72,0.06,1.27,0.00,4.71,2.64,0.00,12.77,0.00,29.13,0.16,0.06,1.32,0.77,0.15,0.39,29.13,0.00,116.34
,Bread roll,435.46,16.12,2.85,40.25,0.94,1.45,44.83,0.71,1800.12,4777.07,8139.66,25156.75,0.00,36.84,13.00,139.34,153.42,0.07,1.93,0.00,0.19,0.01,0.29,0.00,19.57,0.58,0.00,7.97,0.00,12.97,0.08,0.02,0.65,0.11,0.05,0.45,12.97,5.61,503.47
,Soya seekh kebab,115.05,10.00,5.40,5.88,0.51,2.24,15.67,1.26,478.89,707.06,1190.37,3393.71,0.00,69.89,28.77,92.25,306.02,0.16,0.69,0.00,0.41,0.01,0.61,0.00,2.42,1.96,0.00,8.31,0.00,25.16,0.10,0.03,0.74,0.31,0.11,1.37,25.16,14.98,318.64
,Classic seasoned black beans,28.78,7.66,8.01,8.28,0.44,3.51,40.11,1.90,120.37,9.50,35.78,26.62,0.00,58.86,23.45,7989.07,201.49,0.04,0.04,0.00,0.16,0.00,0.23,0.00,0.08,0.10,0.00,1.19,0.00,2.62,0.01,0.00,0.06,0.03,0.02,0.16,2.62,4.84,41.75
,Maa chaane ki dal,344.67,43.11,19.80,9.50,1.05,13.45,68.65,5.97,1438.25,3985.90,2188.78,1784.63,15.36,298.93,123.32,43.31,923.92,0.71,37.74,0.01,1.62,0.15,3.08,57.57,0.55,5.79,0.00,6.72,0.00,126.32,0.29,0.14,1.84,1.79,0.24,0.88,126.32,1.76,938.77
,Garlic chickpea soup (Lahasun aur chane ka shoraba),89.53,13.92,4.45,2.01,2.65,2.84,13.93,0.96,373.81,236.12,811.06,650.30,0.00,55.94,18.79,79.73,177.33,0.15,0.01,0.00,0.89,0.00,0.61,0.00,0.24,1.42,0.00,5.50,0.00,119.60,0.11,0.05,0.40,0.37,0.13,0.22,119.60,4.16,711.01
,White sauce (thin),115.17,6.58,3.31,8.41,4.58,0.07,110.20,0.19,479.08,5196.10,2203.45,283.02,11.04,93.11,8.56,23.91,111.33,0.03,0.88,0.00,0.03,0.00,0.33,49.65,0.30,0.18,0.00,0.41,0.00,6.91,0.03,0.11,0.09,0.34,0.04,1.85,6.91,1.85,223.02
,White sauce (medium),151.27,7.98,3.36,11.76,4.32,0.14,103.53,0.22,627.76,7322.03,3048.54,406.88,20.47,90.16,8.79,22.59,108.19,0.04,0.81,0.00,0.04,0.00,0.34,92.05,0.37,0.34,0.00,0.76,0.00,6.81,0.03,0.10,0.11,0.33,0.04,1.74,6.81,1.72,242.69
,White sauce (thick),209.69,10.24,3.43,17.19,3.90,0.24,92.74,0.27,868.33,10761.80,4415.89,607.28,35.72,85.39,9.18,20.45,103.11,0.04,0.71,0.00,0.06,0.00,0.34,160.66,0.48,0.59,0.00,1.33,0.00,6.65,0.04,0.10,0.13,0.32,0.04,1.56,6.65,1.50,274.51
,Cheese sauce,194.76,7.08,7.68,15.12,4.53,0.12,255.14,0.31,808.68,9411.85,4033.00,538.15,39.75,293.01,14.33,317.38,130.21,0.03,2.06,0.00,0.04,0.00,1.02,145.21,0.42,0.23,0.00,1.08,0.00,9.28,0.04,0.15,0.11,0.41,0.05,2.89,9.28,1.20,209.45
,Egg sauce,146.85,5.88,5.97,11.08,3.19,0.12,89.49,0.65,610.63,6174.18,3162.08,607.30,111.08,115.17,9.73,51.54,117.22,0.04,11.21,0.00,0.04,0.00,0.57,119.78,0.67,0.25,0.22,0.63,3.83,17.98,0.04,0.13,0.12,0.63,0.07,6.07,17.98,1.27,225.95
,Mushroom sauce,137.56,7.31,3.39,10.51,3.86,0.47,94.10,0.22,570.97,6518.01,2711.64,390.94,18.20,89.82,9.85,20.94,131.43,0.04,0.72,0.00,0.05,0.00,0.32,81.85,0.33,2.57,0.00,2.06,0.00,6.98,0.03,0.10,0.17,0.34,0.05,2.57,6.98,1.53,215.81
,Mustard sauce,158.58,8.29,3.98,12.17,4.22,0.13,109.03,0.44,658.30,7180.52,3455.69,528.24,19.97,92.35,14.90,22.16,128.41,0.04,0.79,0.00,0.08,0.00,0.49,89.81,0.36,0.33,0.00,0.74,0.00,6.65,0.03,0.10,0.10,0.32,0.04,1.70,6.65,1.67,236.79
,Brown sauce,109.18,5.38,11.92,23.67,0.13,1.69,40.44,2.46,450.70,1124.38,1912.29,5918.29,0.00,107.28,39.16,14174.59,334.09,0.06,0.00,0.00,0.26,0.00,0.40,0.00,4.59,0.49,0.00,0.66,0.00,1.18,0.01,0.00,0.06,0.05,0.01,0.04,1.18,0.00,19.55
,Classic italian pasta,42.12,4.40,0.57,2.45,2.94,1.36,19.55,0.41,175.25,647.53,513.45,1115.75,1.70,13.83,9.21,49.04,105.02,0.04,0.09,0.00,0.26,0.01,0.12,7.64,0.89,3.90,0.00,10.07,0.00,9.62,0.02,0.01,0.23,0.11,0.05,0.65,9.62,8.63,2709.15
,Pasta spinach sauce,85.46,1.76,1.76,7.90,1.04,0.86,58.57,1.23,353.28,2696.36,4136.42,596.40,9.34,45.41,32.15,115.79,251.05,0.07,0.88,0.01,0.41,0.01,0.31,41.16,0.74,0.13,0.00,111.32,0.00,53.75,0.06,0.06,0.17,0.12,0.07,1.77,53.75,12.78,3271.22
,Pasta cheese sauce,149.26,9.00,4.33,10.84,4.22,0.14,152.68,0.25,621.76,6732.67,2866.95,380.98,22.22,148.59,10.40,255.95,114.39,0.03,1.18,0.00,0.03,0.01,0.54,92.91,0.34,0.05,0.00,0.82,0.00,7.43,0.03,0.12,0.08,0.33,0.04,2.17,7.43,1.54,202.49
,Mayonnaise,774.86,1.65,1.86,84.52,1.44,0.11,15.36,0.51,3188.90,10737.12,17899.45,52047.93,117.12,61.35,3.69,272.89,23.47,0.03,5.69,0.00,0.04,0.01,0.21,58.67,40.51,0.09,0.35,5.72,4.91,12.26,0.01,0.02,0.08,0.30,0.03,7.11,12.26,0.00,33.78
,Low calorie quick mayonnaise,242.89,4.71,1.41,24.35,0.83,0.06,6.47,0.25,1002.22,3103.61,5178.19,14944.20,35.67,19.64,2.55,165.94,19.66,0.01,3.99,0.00,0.02,0.01,0.16,19.30,11.66,0.05,0.08,1.81,1.42,4.93,0.01,0.02,0.01,0.14,0.02,1.78,4.93,0.00,17.48
,Thousand island dressing,407.87,4.49,1.37,42.87,3.10,0.46,9.11,0.45,1681.31,3549.10,25798.30,11337.33,34.00,17.12,6.67,946.10,97.94,0.02,0.26,0.00,0.06,0.00,0.17,49.11,12.72,0.11,0.00,2.16,0.00,13.54,0.03,0.07,0.37,0.18,0.11,1.24,13.54,11.83,462.04
,Curd dip,79.95,7.95,5.04,3.36,7.12,0.10,167.17,0.25,336.83,1850.62,1002.98,262.88,10.59,145.60,18.06,301.07,279.40,0.01,1.82,0.00,0.03,0.02,0.62,27.05,0.31,0.05,0.00,0.35,0.00,16.34,0.07,0.22,0.37,0.45,0.11,2.34,16.34,2.25,205.25
,Short crust pastry,422.10,44.72,6.11,23.98,3.18,1.58,16.90,1.02,1751.27,14974.83,6017.55,1006.97,61.00,69.62,18.33,97.20,92.93,0.10,0.00,0.00,0.36,0.01,0.53,274.37,0.56,3.85,0.00,2.69,0.00,9.31,0.09,0.05,0.44,0.43,0.05,0.39,9.31,0.00,328.78
,Choux pastry,222.37,16.20,5.55,14.96,1.50,0.56,19.43,0.83,922.56,8681.23,4067.72,790.99,125.01,72.62,9.75,132.28,69.35,0.05,10.24,0.00,0.13,0.01,0.51,195.65,0.67,1.36,0.21,1.33,3.70,15.78,0.05,0.07,0.18,0.53,0.06,4.77,15.78,0.00,181.22
,Flaky pastry,443.94,33.61,4.69,31.99,0.81,1.25,9.28,0.83,1836.74,3845.50,6516.13,20204.98,0.00,49.78,14.23,178.52,67.37,0.08,0.00,0.00,0.29,0.01,0.40,0.00,15.61,3.05,0.00,2.45,0.00,7.35,0.07,0.03,0.35,0.33,0.04,0.26,7.35,0.00,122.17
,Sponge cake ,253.77,44.63,9.18,4.74,26.33,0.69,30.22,1.47,1070.15,1496.21,1744.49,658.48,182.09,119.68,13.67,64.61,108.95,0.09,20.12,0.00,0.17,0.01,0.86,98.51,0.76,1.67,0.42,0.25,7.27,28.58,0.07,0.11,0.25,0.91,0.10,9.22,28.58,0.00,134.33
,Glace icing,323.51,86.31,0.01,0.01,85.35,0.00,1.95,0.41,1381.27,2.77,0.65,4.84,0.00,0.96,0.12,9.88,10.59,0.04,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.01,0.00,0.02,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.03,0.17,0.66,1.18
,Royal icing,332.58,86.53,1.74,0.02,85.57,0.00,2.87,0.42,1419.25,2.42,0.60,4.17,0.00,3.50,1.99,36.50,35.40,0.05,3.40,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.17,0.02,0.00,0.94,0.00,0.03,0.00,0.22,0.00,0.72,0.94,0.57,1.01
,American frosting,257.57,67.48,1.05,0.01,67.46,0.00,7.05,0.14,1097.93,0.72,0.17,1.26,0.00,2.21,2.43,19.33,18.37,0.08,2.06,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.10,0.01,0.00,0.53,0.00,0.02,0.00,0.13,0.00,0.43,0.53,0.17,0.31
,Gum icing,223.07,53.19,5.94,0.00,52.63,0.00,18.62,0.40,951.87,0.00,0.00,0.00,0.00,2.76,1.06,29.32,6.07,0.03,1.34,0.00,0.01,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Channa murmura premix,339.09,72.59,10.59,3.28,1.52,8.21,21.36,4.58,1418.79,32.79,27.84,31.36,0.00,106.40,45.21,206.28,344.30,0.17,0.00,0.02,0.64,0.03,1.01,0.00,0.03,0.00,0.00,0.70,0.00,0.00,0.08,0.03,1.31,0.27,0.05,0.88,0.00,0.00,35.32
,Cracked wheat and green gram dal premix (Dalia moong dal premix),362.16,64.75,15.89,5.11,0.63,11.66,49.03,4.28,1515.28,863.80,1840.87,1265.20,0.00,122.30,50.70,3.25,321.50,0.29,10.37,0.00,0.36,0.27,0.82,0.00,0.47,1.12,0.00,1.91,0.00,27.51,0.13,0.04,1.50,0.44,0.06,0.29,27.51,0.00,132.08
,Rice flakes and roasted channa ,333.40,71.94,10.57,2.94,1.31,8.84,17.23,4.51,1394.99,198.80,297.50,403.90,0.00,136.50,54.54,205.51,349.90,0.18,0.00,0.04,0.62,0.05,1.04,0.00,0.04,0.00,0.00,0.70,0.00,5.92,0.08,0.03,1.12,0.34,0.01,0.27,5.92,0.00,23.53
,Spinach soup in milk ,56.72,3.98,2.89,3.20,3.34,0.79,106.10,1.08,237.33,1865.67,823.61,190.33,0.00,75.24,34.51,31.16,285.00,0.08,1.33,0.01,0.38,0.01,0.37,0.00,0.58,0.09,0.00,108.33,0.00,52.02,0.07,0.11,0.16,0.30,0.08,2.70,52.02,11.43,3317.67
,Vegetable soup,55.21,7.60,2.22,1.55,1.61,3.01,18.10,0.63,230.14,865.25,352.43,179.54,3.34,34.35,20.85,170.68,274.69,0.09,0.51,0.00,0.20,0.03,0.36,15.03,0.21,7.47,0.00,22.26,0.00,24.54,0.09,0.02,0.70,0.34,0.11,1.78,24.54,23.20,4425.81
,Mashed banana with milk,95.43,14.62,2.51,2.99,11.35,0.71,78.64,0.23,400.32,1781.94,787.86,131.61,0.00,69.05,15.15,16.99,191.13,0.06,0.61,0.01,0.12,0.00,0.26,0.00,0.17,0.06,0.00,0.71,0.00,10.32,0.02,0.08,0.21,0.33,0.19,1.77,10.32,3.90,212.90
,Poha with curd (Poha aur dahi),173.32,26.72,6.01,4.65,5.46,1.09,140.90,1.61,725.41,2824.34,1233.48,317.40,13.37,172.39,36.72,325.07,249.94,0.08,1.41,0.01,0.30,0.13,0.91,45.42,0.12,0.13,0.00,0.56,0.00,14.74,0.07,0.20,0.59,0.48,0.07,1.90,14.74,0.68,43.17
,Potato with curd,73.18,12.01,3.19,1.33,3.30,1.02,85.41,0.38,307.17,786.99,323.00,116.93,4.38,93.68,22.26,190.90,435.22,0.05,1.25,0.00,0.08,0.00,0.45,11.16,0.06,0.11,0.00,1.27,0.00,16.44,0.06,0.11,0.70,0.43,0.10,1.84,16.44,14.23,132.67
,Sweet wheat porridge (Sweet dalia),140.66,23.77,5.11,2.79,12.23,2.37,99.18,1.98,588.54,1547.14,690.21,148.18,0.00,84.58,36.02,24.63,265.94,0.11,3.63,0.01,0.34,0.05,0.51,0.00,0.35,0.17,0.00,54.38,0.00,31.95,0.07,0.09,0.20,0.32,0.14,1.92,31.95,6.16,1750.44
,Vegetable khichdi/khichri,143.17,19.57,5.61,4.53,3.71,2.45,100.54,1.09,597.93,2717.25,1090.32,316.13,11.92,128.91,41.88,193.55,384.87,0.16,5.04,0.01,0.44,0.17,0.74,45.68,0.39,0.45,0.00,64.46,0.00,45.51,0.11,0.14,0.68,0.49,0.13,2.10,45.51,7.10,3575.41
,Moong dal mixture,158.84,33.93,4.62,1.00,24.68,1.90,70.53,1.25,671.92,494.12,188.22,180.57,2.38,98.65,45.55,29.60,453.86,0.19,6.47,0.01,0.38,0.20,0.60,6.05,0.33,0.33,0.00,71.67,0.00,48.24,0.10,0.10,0.54,0.42,0.10,1.87,48.24,13.07,2184.27
,Cracked wheat khichri/khichdi (Dalia khichri/khichdi),167.45,22.35,7.56,5.52,3.79,3.74,123.04,2.17,699.30,3270.91,1323.45,270.45,14.62,113.40,35.47,224.95,340.86,0.13,5.86,0.01,0.36,0.08,0.75,56.02,0.41,0.18,0.00,74.20,0.00,44.80,0.09,0.16,0.33,0.40,0.10,2.24,44.80,7.30,2271.81
,Stewed apple,91.93,22.49,0.17,0.37,20.45,1.48,9.25,0.18,389.14,88.00,29.22,161.14,0.00,6.11,4.91,1.53,67.00,0.04,0.27,0.00,0.03,0.48,0.07,0.00,0.09,0.83,0.00,2.09,0.00,1.74,0.02,0.01,0.14,0.05,0.02,0.19,1.74,2.04,130.86
,Lemon squash (Nimbu ka squash),184.56,48.88,0.15,0.06,48.88,0.00,9.85,0.18,786.83,30.76,0.00,30.76,0.00,3.54,2.79,15.01,30.02,0.06,0.31,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,2.15,0.01,0.00,0.03,0.04,0.02,0.00,2.15,10.46,1.23
,Orange squash (Santre ka squash),193.26,50.88,0.22,0.04,50.56,0.40,10.62,0.34,823.13,11.41,5.92,14.65,0.00,4.43,4.35,14.85,52.78,0.06,0.06,0.00,0.01,0.00,0.06,0.00,0.01,0.10,0.00,0.77,0.00,5.99,0.02,0.01,0.09,0.06,0.01,0.89,5.99,13.14,207.63
,Lichi squash,198.33,51.96,0.30,0.08,51.31,0.41,6.39,0.34,844.36,28.14,14.04,24.27,0.00,7.63,5.43,14.56,51.86,0.09,0.14,0.00,0.01,0.00,0.12,0.00,0.02,0.10,0.00,2.40,0.00,4.83,0.01,0.02,0.07,0.06,0.02,0.86,4.83,10.40,39.68
,Mango squash (Aam ka squash),194.66,50.96,0.17,0.17,50.84,0.58,9.47,0.25,828.98,52.29,41.22,40.60,0.00,3.87,5.05,14.81,46.63,0.09,0.59,0.01,0.07,0.00,0.08,0.00,0.09,1.14,0.00,1.47,0.00,25.24,0.01,0.01,0.08,0.04,0.04,0.49,25.24,10.14,438.02
,Pineapple squash (Ananas ka squash),195.02,51.34,0.16,0.05,51.08,1.06,7.96,0.18,830.51,15.72,9.58,14.69,0.00,4.63,4.85,14.84,46.32,0.08,0.02,0.00,0.39,0.00,0.08,0.00,0.14,0.06,0.00,0.74,0.00,5.60,0.02,0.01,0.04,0.04,0.04,0.32,5.60,11.19,26.55
,Lemon and ginger squash (Nimbu aur adrak ka squash),170.34,44.06,0.54,0.21,42.53,1.07,11.18,0.52,725.38,66.18,13.59,96.17,0.00,11.27,12.95,16.19,101.40,0.07,0.20,0.00,0.77,0.00,0.14,0.00,0.06,0.82,0.00,5.11,0.00,3.56,0.01,0.01,0.10,0.07,0.05,0.21,3.56,7.88,66.58
,Apple jam (Seb ka murabba),188.79,48.56,0.14,0.32,46.76,1.29,10.84,0.21,802.50,77.00,25.57,141.00,0.00,5.62,4.84,2.71,60.00,0.07,0.23,0.00,0.03,0.03,0.09,0.00,0.08,0.73,0.00,1.83,0.00,1.52,0.01,0.00,0.13,0.05,0.02,0.17,1.52,1.78,114.50
,Plum jam (Aloo bukhara jam),178.89,46.20,0.31,0.19,45.25,1.00,7.50,0.20,760.58,9.64,81.73,28.40,0.00,7.03,4.51,2.67,79.81,0.24,0.27,0.00,0.03,0.00,0.09,0.00,0.24,1.60,0.00,4.09,0.00,6.87,0.01,0.01,0.21,0.08,0.02,0.14,6.87,1.09,206.73
,Pineapple jam ,149.18,38.27,0.32,0.15,37.44,2.20,10.47,0.24,633.68,43.45,22.46,53.64,0.00,8.96,8.54,2.45,93.40,0.08,0.09,0.01,0.73,0.03,0.10,0.00,0.27,0.26,0.00,1.70,0.00,10.59,0.03,0.02,0.09,0.08,0.08,0.63,10.59,20.92,70.46
,Guava jelly (Amrood ki jelly),115.74,28.18,1.11,0.25,27.38,6.61,16.55,0.29,491.54,37.92,27.48,135.38,0.00,18.34,12.20,3.36,218.85,0.15,1.42,0.00,0.17,0.00,0.20,0.00,0.07,1.29,0.00,2.83,0.00,22.89,0.04,0.03,0.46,0.19,0.08,0.57,22.89,164.62,766.15
,Orange marmalade (Santray ka murabba),104.17,25.94,0.66,0.13,25.09,1.97,17.59,0.63,441.80,31.62,17.69,54.81,0.00,11.99,9.87,2.31,148.92,0.06,0.36,0.01,0.04,0.00,0.08,0.00,0.04,0.44,0.00,2.18,0.00,17.08,0.05,0.02,0.27,0.17,0.04,2.06,17.08,56.25,587.74
